id,product_id,sale_id,quantity
751,40,107,37
752,98,107,42
753,404,107,28
754,140,107,22
755,440,108,12
756,441,108,17
757,53,108,8
758,128,108,33
759,193,108,40
760,313,108,28
761,273,108,42
762,223,108,3
763,137,109,27
764,368,109,24
765,273,109,43
766,83,109,9
767,276,109,42
768,347,110,9
769,215,110,35
770,107,110,49
771,328,110,4
772,328,110,25
773,6,110,35
774,20,110,7
775,376,110,32
776,243,110,39
777,223,111,44
778,213,111,5
779,16,111,8
780,466,111,50
781,66,111,28
782,48,111,28
783,408,111,12
784,112,111,39
785,400,111,5
786,355,112,2
787,177,112,30
788,143,112,45
789,118,112,13
790,97,112,47
791,270,112,40
792,216,113,22
793,383,113,9
794,266,113,27
795,309,113,26
796,334,113,34
797,188,113,1
798,283,113,36
799,255,113,38
800,123,113,13
801,233,113,20
802,228,113,22
803,391,113,45
804,128,113,36
805,316,113,24
806,311,113,6
807,30,114,1
808,266,114,26
809,475,114,25
810,289,114,39
811,140,114,26
812,225,114,28
813,146,114,31
814,439,114,31
815,455,114,20
816,363,114,23
817,270,114,26
818,245,114,3
819,91,114,43
820,219,115,6
821,359,115,2
822,8,115,42
823,249,116,44
824,314,116,39
825,229,116,2
826,452,116,34
827,146,116,20
828,440,116,14
829,113,116,14
830,209,116,6
831,364,116,20
832,376,116,40
833,16,116,39
834,144,116,12
835,358,116,42
836,95,116,28
837,99,116,41
838,117,117,13
839,12,117,45
840,409,117,5
841,16,117,39
842,6,117,27
843,231,117,45
844,317,117,20
845,7,117,32
846,277,117,7
847,50,118,37
848,219,118,11
849,248,118,44
850,175,118,45
851,434,118,8
852,104,118,47
853,332,119,34
854,280,119,9
855,159,119,50
856,404,119,46
857,66,119,39
858,411,119,31
859,100,119,19
860,268,119,20
861,444,120,4
862,331,120,36
863,380,120,47
864,180,120,39
865,373,120,21
866,26,121,11
867,278,121,10
868,238,121,10
869,472,121,1
870,242,121,22
871,381,121,34
872,212,122,1
873,288,123,45
874,268,123,28
875,197,123,4
876,467,123,42
877,181,123,16
878,18,123,42
879,369,123,8
880,166,123,37
881,458,123,16
882,412,123,2
883,20,123,12
884,55,123,22
885,394,123,15
886,135,124,26
887,405,124,45
888,492,124,29
889,260,124,44
890,115,124,50
891,424,124,47
892,60,124,48
893,54,124,31
894,427,124,28
895,485,125,50
896,352,125,27
897,65,126,39
898,347,126,12
899,182,126,20
900,413,126,37
901,23,126,42
902,380,126,7
903,365,127,27
904,276,127,13
905,77,127,22
906,273,127,27
907,369,127,48
908,313,127,11
909,403,128,24
910,488,128,7
911,105,128,37
912,398,128,23
913,174,128,14
914,58,128,49
915,145,128,13
916,265,128,42
917,20,129,43
918,97,129,45
919,57,129,36
920,143,129,41
921,11,129,32
922,291,129,3
923,435,130,31
924,424,130,46
925,184,130,36
926,26,130,19
927,79,130,42
928,321,130,38
929,118,130,11
930,281,130,45
931,3,130,36
932,317,131,15
933,59,131,46
934,186,131,48
935,467,131,12
936,405,131,23
937,206,131,10
938,132,131,46
939,113,131,24
940,225,132,11
941,332,133,35
942,55,133,20
943,34,133,11
944,168,133,34
945,345,133,35
946,419,133,3
947,487,133,25
948,243,133,1
949,350,133,46
950,66,133,31
951,32,133,7
952,196,133,15
953,422,133,22
954,378,134,41
955,190,134,17
956,332,134,25
957,223,134,2
958,348,134,46
959,323,134,35
960,460,134,29
961,145,134,44
962,388,134,43
963,357,134,45
964,296,134,14
965,133,134,40
966,135,134,16
967,454,134,17
968,71,134,29
969,299,135,27
970,438,135,27
971,384,135,14
972,141,136,47
973,469,136,5
974,474,137,11
975,467,137,44
976,47,137,4
977,23,137,10
978,202,137,38
979,96,137,6
980,167,137,30
981,463,137,39
982,162,137,26
983,257,137,44
984,489,137,26
985,401,137,23
986,227,137,42
987,336,137,26
988,320,137,27
989,360,138,14
990,187,138,47
991,35,138,22
992,64,138,13
993,340,138,18
994,349,138,22
995,269,139,38
996,150,139,5
997,44,140,34
998,399,140,47
999,236,140,43
1000,477,140,25
1001,163,140,39
1002,190,140,39
1003,102,140,8
1004,219,140,18
1005,247,140,30
1006,307,141,5
1007,296,141,29
1008,477,141,50
1009,18,141,44
1010,274,141,18
1011,337,141,25
1012,185,141,8
1013,126,141,4
1014,313,141,26
1015,309,142,47
1016,312,142,32
1017,315,142,3
1018,193,143,18
1019,78,143,9
1020,320,143,50
1021,380,143,11
1022,14,143,46
1023,137,143,24
1024,104,143,7
1025,76,143,10
1026,218,144,20
1027,233,144,22
1028,286,144,10
1029,54,144,13
1030,113,144,32
1031,485,145,13
1032,431,145,10
1033,68,145,49
1034,266,145,44
1035,372,145,41
1036,92,145,28
1037,439,145,5
1038,4,145,18
1039,215,145,17
1040,276,145,48
1041,341,145,45
1042,238,145,20
1043,358,145,30
1044,32,146,43
1045,400,146,34
1046,224,146,39
1047,394,146,42
1048,167,146,48
1049,235,147,20
1050,497,147,48
1051,192,147,18
1052,283,147,4
1053,208,147,30
1054,108,147,30
1055,110,147,11
1056,265,147,16
1057,56,148,43
1058,176,148,39
1059,215,148,16
1060,155,148,19
1061,392,148,34
1062,394,149,21
1063,479,149,17
1064,429,149,41
1065,139,149,15
1066,459,149,43
1067,141,150,8
1068,430,150,34
1069,422,150,19
1070,56,150,45
1071,458,150,10
1072,258,150,11
1073,72,151,24
1074,11,151,42
1075,170,151,39
1076,462,151,24
1077,265,151,1
1078,157,151,15
1079,22,152,35
1080,170,152,47
1081,322,153,18
1082,15,153,28
1083,482,153,44
1084,451,153,8
1085,438,153,18
1086,21,153,9
1087,190,153,41
1088,106,153,47
1089,198,153,33
1090,114,153,29
1091,466,153,27
1092,326,153,28
1093,411,153,20
1094,214,153,1
1095,385,153,15
1096,312,154,44
1097,498,154,49
1098,285,154,23
1099,229,154,2
1100,394,154,28
1101,124,154,33
1102,112,154,10
1103,479,154,10
1104,150,154,46
1105,325,154,16
1106,482,154,28
1107,478,154,40
1108,440,154,11
1109,338,155,22
1110,444,155,29
1111,54,155,34
1112,103,155,25
1113,188,155,36
1114,214,156,25
1115,84,156,29
1116,323,157,12
1117,480,157,25
1118,403,157,30
1119,126,157,27
1120,60,157,29
1121,50,157,4
1122,62,158,8
1123,197,158,22
1124,270,158,5
1125,342,158,45
1126,474,158,50
1127,73,158,48
1128,57,159,14
1129,233,159,28
1130,343,159,50
1131,97,159,34
1132,342,159,20
1133,165,159,48
1134,390,159,48
1135,227,159,32
1136,248,160,49
1137,40,160,38
1138,142,160,16
1139,369,161,29
1140,276,161,30
1141,374,161,31
1142,31,162,4
1143,282,162,32
1144,432,162,24
1145,130,162,34
1146,140,162,19
1147,55,162,16
1148,344,162,7
1149,282,162,43
1150,109,162,19
1151,384,162,47
1152,56,162,18
1153,254,162,3
1154,335,162,19
1155,100,163,5
1156,320,163,23
1157,68,163,21
1158,482,163,39
1159,137,163,22
1160,22,163,33
1161,429,163,37
1162,277,163,17
1163,89,163,46
1164,12,164,24
1165,190,164,35
1166,180,164,40
1167,43,164,3
1168,97,164,5
1169,259,164,36
1170,423,164,50
1171,349,164,42
1172,163,164,28
1173,499,164,30
1174,2,164,13
1175,267,164,20
1176,60,164,48
1177,171,165,5
1178,253,165,14
1179,347,165,14
1180,269,165,31
1181,348,165,21
1182,243,166,20
1183,335,166,6
1184,445,166,43
1185,149,166,44
1186,484,166,44
1187,493,167,8
1188,356,167,10
1189,422,167,41
1190,26,167,6
1191,189,167,22
1192,418,167,10
1193,480,168,6
1194,146,168,43
1195,306,168,43
1196,93,168,5
1197,127,168,8
1198,242,168,27
1199,141,168,1
1200,131,168,12
1201,174,168,20
1202,99,168,49
1203,212,168,4
1204,287,168,1
1205,171,168,3
1206,35,168,23
1207,44,168,3
1208,438,169,7
1209,359,169,37
1210,497,169,24
1211,376,169,28
1212,50,169,1
1213,478,170,34
1214,399,170,29
1215,142,170,43
1216,120,170,25
1217,206,170,21
1218,404,170,20
1219,343,171,40
1220,237,171,20
1221,221,171,28
1222,403,172,37
1223,279,172,28
1224,254,172,14
1225,386,172,13
1226,359,172,46
1227,204,172,16
1228,344,172,6
1229,352,172,40
1230,203,172,25
1231,47,172,19
1232,213,172,36
1233,317,172,1
1234,464,172,42
1235,327,172,28
1236,258,172,7
1237,106,173,36
1238,41,173,37
1239,6,174,19
1240,282,174,26
1241,126,175,3
1242,281,175,6
1243,350,175,35
1244,240,175,38
1245,410,175,25
1246,250,175,9
1247,409,176,36
1248,140,176,30
1249,358,176,36
1250,53,176,31
1251,204,176,11
1252,398,176,2
1253,415,176,34
1254,480,176,50
1255,413,176,38
1256,38,176,47
1257,319,176,38
1258,89,176,14
1259,92,176,50
1260,363,176,26
1261,234,176,12
1262,160,177,10
1263,102,177,47
1264,114,177,34
1265,378,178,18
1266,336,178,26
1267,123,178,33
1268,256,178,9
1269,302,178,24
1270,88,178,39
1271,48,178,34
1272,239,178,45
1273,96,178,29
1274,232,179,36
1275,198,179,17
1276,55,179,3
1277,69,179,19
1278,202,179,34
1279,128,179,36
1280,208,179,12
1281,159,179,14
1282,321,179,35
1283,484,179,10
1284,446,179,11
1285,344,179,35
1286,215,179,41
1287,309,179,5
1288,491,179,48
1289,347,180,10
1290,470,180,37
1291,255,180,35
1292,254,180,47
1293,477,180,39
1294,91,180,16
1295,430,180,41
1296,486,180,19
1297,413,181,15
1298,325,181,38
1299,245,181,3
1300,377,181,40
1301,482,181,43
1302,238,181,39
1303,316,181,11
1304,232,181,36
1305,75,182,38
1306,496,182,41
1307,179,182,30
1308,63,182,47
1309,248,182,41
1310,15,182,31
1311,494,182,48
1312,120,182,5
1313,279,182,22
1314,218,182,19
1315,309,182,4
1316,229,182,6
1317,374,182,32
1318,29,182,18
1319,318,182,23
1320,187,183,37
1321,152,183,46
1322,117,183,28
1323,460,183,3
1324,51,183,30
1325,242,183,6
1326,296,184,42
1327,249,184,12
1328,458,184,15
1329,236,184,16
1330,291,184,17
1331,206,184,22
1332,265,185,4
1333,85,185,18
1334,38,185,21
1335,383,185,33
1336,274,185,28
1337,263,185,36
1338,132,185,50
1339,156,185,39
1340,165,185,13
1341,103,185,41
1342,98,185,33
1343,442,185,33
1344,290,185,36
1345,167,186,32
1346,332,186,46
1347,101,186,17
1348,237,186,14
1349,227,186,39
1350,211,186,12
1351,243,187,42
1352,232,187,15
1353,369,187,32
1354,430,187,23
1355,367,187,34
1356,153,187,29
1357,138,187,28
1358,379,187,23
1359,488,187,45
1360,337,187,22
1361,250,187,43
1362,187,187,13
1363,241,187,10
1364,416,187,4
1365,339,187,17
1366,286,188,47
1367,183,188,46
1368,129,188,34
1369,460,188,35
1370,43,188,18
1371,417,188,28
1372,199,189,47
1373,386,189,10
1374,243,189,21
1375,254,190,46
1376,248,190,2
1377,210,190,46
1378,213,190,21
1379,82,190,48
1380,200,190,10
1381,77,190,5
1382,376,190,46
1383,435,190,42
1384,228,191,20
1385,185,191,42
1386,494,192,22
1387,90,192,37
1388,275,192,11
1389,376,193,35
1390,406,193,37
1391,67,193,34
1392,454,193,35
1393,61,193,41
1394,494,194,21
1395,26,194,33
1396,52,194,39
1397,201,195,33
1398,404,195,29
1399,244,195,25
1400,24,195,46
1401,335,195,28
1402,448,195,18
1403,412,196,44
1404,310,196,5
1405,96,196,11
1406,326,196,39
1407,372,196,12
1408,416,196,26
1409,424,196,5
1410,374,196,21
1411,42,196,32
1412,319,196,21
1413,422,196,50
1414,65,196,19
1415,18,196,4
1416,213,196,12
1417,93,196,50
1418,311,197,48
1419,481,197,29
1420,172,197,37
1421,320,197,6
1422,47,197,39
1423,271,197,40
1424,269,197,23
1425,393,197,13
1426,424,197,34
1427,238,197,26
1428,126,197,2
1429,485,197,28
1430,39,197,9
1431,406,197,7
1432,234,197,36
1433,122,198,24
1434,382,198,44
1435,485,198,45
1436,56,199,40
1437,337,199,37
1438,1,199,30
1439,478,199,23
1440,154,199,36
1441,387,199,15
1442,434,199,21
1443,216,199,12
1444,273,199,27
1445,212,200,48
1446,177,200,15
1447,30,201,47
1448,446,201,7
1449,142,201,38
1450,202,201,45
1451,102,201,13
1452,85,201,13
1453,17,202,39
1454,185,202,49
1455,337,202,1
1456,295,202,18
1457,35,202,39
1458,99,202,35
1459,20,203,9
1460,152,203,16
1461,142,203,14
1462,201,203,4
1463,449,203,35
1464,294,203,41
1465,27,204,32
1466,218,205,6
1467,173,205,33
1468,487,205,4
1469,479,205,9
1470,185,205,30
1471,200,205,2
1472,102,205,20
1473,44,205,14
1474,227,206,3
1475,273,206,21
1476,358,206,44
1477,172,206,8
1478,460,206,45
1479,435,206,10
1480,123,206,17
1481,7,206,50
1482,93,206,6
1483,52,206,16
1484,438,206,13
1485,378,206,5
1486,411,206,26
1487,132,207,33
1488,142,207,25
1489,344,207,50
1490,338,207,4
1491,60,207,32
1492,196,207,23
1493,86,208,4
1494,402,208,34
1495,447,208,10
1496,185,208,16
1497,268,208,48
1498,67,208,27
1499,145,208,19
1500,114,208,8
1501,378,209,21
1502,421,209,6
1503,250,209,2
1504,220,210,39
1505,99,210,31
1506,381,210,50
1507,465,210,43
1508,303,210,29
1509,480,210,17
1510,450,210,14
1511,115,210,46
1512,248,210,5
1513,427,210,21
1514,377,210,36
1515,59,210,34
1516,18,210,37
1517,445,210,12
1518,168,210,29
1519,396,211,18
1520,4,211,26
1521,82,211,43
1522,471,212,15
1523,134,212,44
1524,416,212,5
1525,245,212,18
1526,372,212,45
1527,439,212,8
1528,169,212,30
1529,40,212,29
1530,233,212,26
1531,496,213,12
1532,241,213,27
1533,224,213,48
1534,127,214,2
1535,99,214,39
1536,270,214,29
1537,59,214,15
1538,29,214,46
1539,109,215,27
1540,496,215,17
1541,474,215,49
1542,314,215,39
1543,140,215,26
1544,284,215,30
1545,41,215,41
1546,237,215,21
1547,197,216,24
1548,415,216,22
1549,25,216,16
1550,355,217,17
1551,305,217,22
1552,246,217,25
1553,468,217,49
1554,427,217,2
1555,443,218,35
1556,83,219,26
1557,457,219,32
1558,53,219,35
1559,325,219,46
1560,252,219,46
1561,483,220,41
1562,196,220,8
1563,277,220,22
1564,377,220,17
1565,53,220,2
1566,447,220,41
1567,46,221,12
1568,365,221,6
1569,498,221,21
1570,409,221,39
1571,483,221,37
1572,442,221,5
1573,279,221,11
1574,69,221,38
1575,408,221,1
1576,340,221,19
1577,189,221,30
1578,173,221,25
1579,355,221,47
1580,309,221,47
1581,197,221,17
1582,257,222,28
1583,128,222,36
1584,422,222,2
1585,334,222,36
1586,105,222,23
1587,307,222,5
1588,399,222,30
1589,124,222,28
1590,327,222,29
1591,272,223,43
1592,293,223,26
1593,465,223,9
1594,361,223,9
1595,364,223,43
1596,231,223,29
1597,320,224,47
1598,47,224,4
1599,348,224,23
1600,471,224,9
1601,55,224,40
1602,249,224,13
1603,272,225,33
1604,146,226,40
1605,368,226,32
1606,343,226,12
1607,32,226,8
1608,119,226,35
1609,86,226,45
1610,407,226,46
1611,123,226,9
1612,157,226,50
1613,265,226,49
1614,438,226,6
1615,182,226,2
1616,330,226,46
1617,483,226,43
1618,404,226,44
1619,309,227,13
1620,144,228,17
1621,465,228,24
1622,428,228,7
1623,298,229,17
1624,404,230,49
1625,39,230,14
1626,317,230,34
1627,37,230,43
1628,202,230,33
1629,280,230,32
1630,248,230,4
1631,102,230,39
1632,322,231,28
1633,84,231,15
1634,62,231,1
1635,62,232,45
1636,458,232,24
1637,103,232,11
1638,338,232,5
1639,133,232,29
1640,210,232,6
1641,318,233,3
1642,183,234,12
1643,198,234,44
1644,232,234,27
1645,262,234,16
1646,440,234,20
1647,239,235,11
1648,41,235,11
1649,48,235,31
1650,410,236,39
1651,152,236,44
1652,353,236,41
1653,400,236,14
1654,445,236,27
1655,206,236,25
1656,237,236,21
1657,46,236,18
1658,319,236,13
1659,462,237,17
1660,168,237,32
1661,226,237,38
1662,240,237,22
1663,235,237,49
